PrefabName	DisplayName	NameToken	ItemType	AutoPickup	InZNetScene	MaxStack	Weight
CeramicPlate	Ceramic Plate	$item_ceramicplate	Material	True	True	30	2
Chain	Chain	$item_chain	Material	True	True	50	2
CharcoalResin	Charcoal Resin	$item_charcoalresin	Material	True	True	50	0.3
CharredBone	Charred Bone	$item_charredbone	Material	True	True	50	0.5
CharredCogwheel	Charred Cogwheel	$item_charredcogwheel	Material	True	True	10	5
Charredskull	Charred Skull	$item_charredskull	Material	True	True	50	2
charred_bow	Bow	Bow	Bow	False	True	1	1
charred_bow_Fader	Bow	Bow	Bow	False	True	1	1
charred_bow_volley	Bow	Bow	Bow	False	True	1	1
charred_bow_volley_Fader	Bow	Bow	Bow	False	True	1	1
Charred_Breastplate	Iron plate armor	Iron plate armor	Chest	True	True	1	1
charred_dyrnwyn_greatsword_feint	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_dyrnwyn_greatsword_swing	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_dyrnwyn_greatsword_thrust	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_dyrnwyn_greatsword_thrustfeint	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_fader_greatsword_feint	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_fader_greatsword_swing	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_fader_greatsword_thrust	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_fader_greatsword_thrustfeint	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_greatsword_feint	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_greatsword_swing	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_greatsword_thrust	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_greatsword_thrustfeint	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
Charred_Helmet	Iron plate armor	Iron plate armor	Helmet	True	True	1	1
Charred_HipCloth	Iron plate armor	Iron plate armor	Legs	True	True	1	1
Charred_MageCloths	Iron plate armor	Iron plate armor	Chest	True	True	1	1
charred_magestaff_fire	Bow	Bow	TwoHandedWeapon	False	True	1	1
charred_magestaff_summon	Bow	Bow	TwoHandedWeapon	False	True	1	1
charred_twitcher_scratch_l	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_twitcher_scratch_r	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
charred_twitcher_throw	Bow	Bow	Bow	False	True	1	1
chest_hildir1	Hildir's Brass Chest	$item_chest_hildir1	Misc	True	True	1	200
chest_hildir2	Hildir's Silver Chest	$item_chest_hildir2	Misc	True	True	1	200
chest_hildir3	Hildir's Bronze Chest	$item_chest_hildir3	Misc	True	True	1	200
ChickenEgg	Egg	$item_chicken_egg	Misc	False	True	20	1
ChickenMeat	Chicken Meat	$item_chicken_meat	Material	True	True	20	1
Chitin	Chitin	$item_chitin	Material	True	True	50	2
Cloudberry	Cloudberries	$item_cloudberries	Consumable	True	True	50	0.1
Club	Club	$item_club	OneHandedWeapon	True	True	1	2
Coal	Coal	$item_coal	Material	True	True	50	2
Coins	Coins	$item_coins	Material	True	True	999	0.1
CookedAsksvinMeat	Cooked Asksvin Tail	$item_asksvin_meat_cooked	Consumable	True	True	20	1
CookedBjornMeat	Cooked Bear Meat	$item_bjorn_meat_cooked	Consumable	True	True	20	1
CookedBoneMawSerpentMeat	Cooked Bonemaw Meat	$item_bonemawmeat_cooked	Consumable	True	True	50	10
CookedBugMeat	Cooked Seeker Meat	$item_bug_meat_cooked	Consumable	True	True	20	1
CookedChickenMeat	Cooked Chicken Meat	$item_chicken_meat_cooked	Consumable	True	True	20	1
CookedDeerMeat	Cooked Deer Meat	$item_deer_meat_cooked	Consumable	True	True	20	1
CookedEgg	Cooked Egg	$item_egg_cooked	Consumable	True	True	20	1
CookedHareMeat	Cooked Hare Meat	$item_hare_meat_cooked	Consumable	True	True	20	1
CookedLoxMeat	Cooked Lox Meat	$item_loxmeat_cooked	Consumable	True	True	20	2
CookedMeat	Cooked Boar Meat	$item_boar_meat_cooked	Consumable	True	True	20	1
CookedMooseMeat	Cooked Moose Meat	$item_moose_meat_cooked	Consumable	True	True	20	1
CookedSealBlubber	Cooked Seal Blubber	$item_blubber_cooked	Consumable	True	True	20	1
CookedVoltureMeat	Cooked Volture Meat	$item_volture_meat_cooked	Consumable	True	True	20	1
CookedWolfMeat	Cooked Wolf Meat	$item_wolf_meat_cooked	Consumable	True	True	20	1
Copper	Copper	$item_copper	Material	True	True	30	12
CopperOre	Copper Ore	$item_copperore	Material	True	True	30	10
CopperScrap	Copper Scrap	$item_copperscrap	Material	True	True	30	10
CrossbowArbalest	Arbalest	$item_crossbow_arbalest	Bow	True	True	1	1.5
CrossbowGold	Nord Crossbow	$item_crossbow_gold	Bow	True	True	1	1.5
CrossbowGoldUncooked	Cast: Nord Crossbow	$item_crossbow_gold_uncooked	Material	True	True	1	1.5
CrossbowGold_BloodLightning	Thunderblood Crossbow	$item_crossbow_bloodlightning_gold	Bow	True	True	1	1.5
CrossbowGold_FrostFire	Frostfire Crossbow	$item_crossbow_frostfire_gold	Bow	True	True	1	1.5
CrossbowRipper	Ripper	$item_crossbow_ripper	Bow	True	True	1	1.5
CrossbowRipperBlood	Wound Ripper	$item_crossbow_ripper_blood	Bow	True	True	1	1.5
CrossbowRipperLightning	Storm Ripper	$item_crossbow_ripper_lightning	Bow	True	True	1	1.5
CrossbowRipperNature	Root Ripper	$item_crossbow_ripper_nature	Bow	True	True	1	1.5
CrownJewel	Crown Jewel	$item_crownjewel	Material	True	True	5	2
CryptKey	Swamp Key	$item_cryptkey	Misc	True	True	1	0.1
Crystal	Crystal	$item_crystal	Material	True	True	50	1
Cultivator	Cultivator	$item_cultivator	Tool	True	True	1	2
CuredSquirrelHamstring	Cured Squirrel Hamstring	$item_curedsquirrelhamstring	Material	True	True	50	0.5
Dandelion	Dandelion	$item_dandelion	Material	True	True	50	0.1
Deathsquito_sting	Wraith melee	Wraith melee	OneHandedWeapon	True	True	1	1
DeerHide	Deer Hide	$item_deerhide	Material	True	True	50	1
DeerMeat	Deer Meat	$item_deer_meat	Material	True	True	20	1
DeerStew	Deer Stew	$item_deerstew	Consumable	True	True	10	1
Demister	Wisplight	$item_demister	Utility	True	True	1	0.1
DragonEgg	Dragon Egg	$item_dragonegg	Misc	True	True	1	200
DragonTear	Dragon Tear	$item_dragontear	Misc	True	True	50	1
dragon_bite	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
dragon_claw_left	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
dragon_claw_right	Dragon claw left	Dragon claw left	OneHandedWeapon	True	False	1	1
dragon_coldbreath	dragon breath	dragon breath	OneHandedWeapon	True	False	1	1
dragon_coldbreath_OLD	dragon breath	dragon breath	OneHandedWeapon	True	False	1	1
dragon_spit_shotgun	cold ball	cold ball	OneHandedWeapon	True	False	1	1
dragon_taunt	scream	scream	OneHandedWeapon	True	False	1	1
draugr_arrow	Ironhead arrow	Ironhead arrow	Ammo	False	True	20	1
draugr_axe	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
draugr_bow	Bow	Bow	Bow	False	True	1	1
draugr_sword	Dragur axe	Dragur axe	OneHandedWeapon	False	True	1	1
DvergerArbalest	Arbalest	$item_crossbow_arbalest	Utility	True	True	1	1.5
DvergerArbalest_shoot	Arbalest	$item_crossbow_arbalest	OneHandedWeapon	True	True	1	1.5
DvergerArbalest_shootAshlands	Arbalest	$item_crossbow_arbalest	OneHandedWeapon	True	True	1	1.5
DvergerArbalest_shootDeepNorth	Arbalest	$item_crossbow_arbalest	OneHandedWeapon	True	True	1	1.5
DvergerHairFemale	Iron plate armor	Iron plate armor	Legs	False	True	1	1
DvergerHairFemale_Redhair	Iron plate armor	Iron plate armor	Legs	False	True	1	1
DvergerHairMale	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
DvergerHairMale_Redbeard	Iron plate armor	Iron plate armor	Helmet	False	True	1	1
DvergerMistile	Club	Club	OneHandedWeapon	True	False	1	1
DvergerStaffBlocker	Club	Club	OneHandedWeapon	True	False	1	1
DvergerStaffFire	Club	Club	Utility	True	True	1	1
DvergerStaffFire_clusterbomb	Club	Club	OneHandedWeapon	True	False	1	1
DvergerStaffFire_fireball	Club	Club	OneHandedWeapon	True	False	1	1
DvergerStaffHeal	Club	Club	Utility	True	True	1	1
DvergerStaffHeal_heal	Club	Club	OneHandedWeapon	True	False	1	1
DvergerStaffIce	Club	Club	Utility	True	True	1	1
DvergerStaffIce_icebolt	Club	Club	OneHandedWeapon	True	False	1	1
DvergerStaffNova	Club	Club	OneHandedWeapon	True	False	1	1
DvergerStaffSupport	Club	Club	Utility	True	True	1	1
DvergerStaffSupport_buff	Club	Club	OneHandedWeapon	True	False	1	1
DvergerSuitArbalest	Iron plate armor	Iron plate armor	Chest	False	True	1	1
DvergerSuitArbalest_Ashlands	Iron plate armor	Iron plate armor	Chest	False	True	1	1
DvergerSuitFire	Iron plate armor	Iron plate armor	Chest	False	True	1	1
DvergerSuitIce	Iron plate armor	Iron plate armor	Chest	False	True	1	1
DvergerSuitSupport	Iron plate armor	Iron plate armor	Chest	False	True	1	1
Dverger_melee	Club	Club	OneHandedWeapon	True	False	1	1
Dverger_meleeAshlands	Club	Club	OneHandedWeapon	True	False	1	1
Dverger_meleeDeepNorth	Club	Club	OneHandedWeapon	True	False	1	1
DvergrKey	Sealbreaker	$item_dvergrkey	Misc	True	True	1	0.5
DvergrKeyFragment	Sealbreaker Fragment	$item_dvergrkeyfragment	Material	True	True	9	0.5
DvergrNeedle	Dvergr Extractor	$item_dvergrneedle	Material	True	True	10	5
DyrnwynBladeFragment	Dyrnwyn Blade Fragment	$item_Dyrnwyn_blade	Material	True	True	1	0.5
DyrnwynHiltFragment	Dyrnwyn Hilt Fragment	$item_Dyrnwyn_hilt	Material	True	True	1	0.5
DyrnwynTipFragment	Dyrnwyn Tip Fragment	$item_Dyrnwyn_tip	Material	True	True	1	0.5
Ectoplasm	Ectoplasm	$item_ectoplasm	Material	True	True	50	2
Eikthyr_antler	StagAttack1	StagAttack1	OneHandedWeapon	True	False	1	1
Eikthyr_charge	StagAttack2	StagAttack2	OneHandedWeapon	True	False	1	1
Eikthyr_flegs_OLD	StagAttack1	StagAttack1	OneHandedWeapon	True	False	1	1
Eikthyr_stomp	slap	slap	OneHandedWeapon	True	False	1	1
Eitr	Refined Eitr	$item_eitr	Material	True	True	30	5
ElakingHairBundle	Elaking Hair Bundle	$item_elakinghairbundle	Material	True	True	50	1
ElakingMole_AttackClaw	jaws	jaws	OneHandedWeapon	True	False	1	1
ElakingMole_AttackClaw2	jaws	jaws	OneHandedWeapon	True	False	1	1
ElakingMole_AttackSandcloud	StagAttack2	StagAttack2	OneHandedWeapon	True	False	1	1
Elaking_AttackClaw	jaws	jaws	OneHandedWeapon	True	False	1	1
Elaking_AttackJump	Charred Sword	Charred Sword	TwoHandedWeapon	False	True	1	1
Elaking_AttackLantern	Torch	Torch	OneHandedWeapon	False	True	1	1
ElderBark	Ancient Bark	$item_elderbark	Material	True	True	50	2
Entrails	Entrails	$item_entrails	Material	True	True	50	0.5
Eyescream	Eyescream	$item_eyescream	Consumable	True	True	10	0.5
FaderDrop	Fader Relic	$item_fader_drop	Material	True	True	30	1
FaderEmber	Embers	$item_faderember	Material	True	True	50	0.5
Fader_Bite	Fader Bite	Fader Bite	OneHandedWeapon	True	False	1	1
Fader_Claw_Left	Fader Claw Left	Fader Claw Left	OneHandedWeapon	True	False	1	1
Fader_Claw_Right	Fader Claw Right	Fader Claw Right	OneHandedWeapon	True	False	1	1
Fader_Fissure	Fader Fissure	Fader Fissure	OneHandedWeapon	True	False	1	1
Fader_Fissure_Intense	Fader Fissure	Fader Fissure	OneHandedWeapon	True	False	1	1
Fader_Flamebreath	Fader Firebreath	Fader Firebreath	OneHandedWeapon	True	False	1	1
Fader_Jump	Fader Jump	Fader Jump	OneHandedWeapon	True	False	1	1
Fader_Jump_Left	Fader Jump	Fader Jump	OneHandedWeapon	True	False	1	1
Fader_Jump_Right	Fader Jump	Fader Jump	OneHandedWeapon	True	False	1	1
Fader_Meteors	spawn	spawn	OneHandedWeapon	True	False	1	1
Fader_Meteors_Intense	spawn	spawn	OneHandedWeapon	True	False	1	1
Fader_Roar	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
Fader_Roar_Intense	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
Fader_Spin	Fader Spin	Fader Spin	OneHandedWeapon	True	False	1	1
Fader_Taunt	Fader Taunt	Fader Taunt	OneHandedWeapon	True	False	1	1
Fader_WallOfFire	Fader Wall of Fire	Fader Wall of Fire	OneHandedWeapon	True	False	1	1
fallenvalkyrie_claws	Fallen Valkyrie Claws	Fallen Valkyrie Claws	OneHandedWeapon	True	True	1	1
fallenvalkyrie_poisonbreath	Fallen Valkyrie Poison Breath	Fallen Valkyrie Poison Breath	OneHandedWeapon	True	False	1	1
fallenvalkyrie_screech	Fallen Valkyrie Claws	Fallen Valkyrie Claws	OneHandedWeapon	True	True	1	1
fallenvalkyrie_spin	Fallen Valkyrie Aoe Spin	Fallen Valkyrie Aoe Spin	OneHandedWeapon	True	True	1	1
fallenvalkyrie_spit	cold ball	cold ball	OneHandedWeapon	True	False	1	1
fallenvalkyrie_swoopattack	Fallen Valkyrie swooping	Fallen Valkyrie swooping	OneHandedWeapon	True	True	1	1
fallenvalkyrie_taunt	Fallen Valkyrie Claws	Fallen Valkyrie Claws	OneHandedWeapon	True	True	1	1
fallenvalkyrie_wingspin	Fallen Valkyrie Wingspin	Fallen Valkyrie Wingspin	OneHandedWeapon	True	True	1	1
FeastAshlands	Ashlands Gourmet Bowl	$item_feastashlands	Consumable	True	True	1	1
FeastAshlands_Material	Ashlands Gourmet Bowl	$item_feastashlands	Material	True	True	5	10
FeastBlackforest	Black Forest Buffet Platter	$item_feastblackforest	Consumable	True	True	1	1
FeastBlackforest_Material	Black Forest Buffet Platter	$item_feastblackforest	Material	True	True	5	10
FeastDeepNorth	Northern Morning Fare	$item_feastdeepnorth	Consumable	True	True	1	1
FeastDeepNorth_Material	Northern Morning Fare	$item_feastdeepnorth	Material	True	True	5	10
Feaster	Serving Tray	$item_feaster	Tool	True	True	1	2
FeastMeadows	Whole Roasted Meadow Boar	$item_feastmeadows	Consumable	True	True	1	1
FeastMeadows_Material	Whole Roasted Meadow Boar	$item_feastmeadows	Material	True	True	5	10
FeastMistlands	Mushrooms Galore á la Mistlands	$item_feastmistlands	Consumable	True	True	1	1
FeastMistlands_Material	Mushrooms Galore á la Mistlands	$item_feastmistlands	Material	True	True	5	10
FeastMountains	Hearty Mountain Logger's Stew	$item_feastmountains	Consumable	True	True	1	1
FeastMountains_Material	Hearty Mountain Logger's Stew	$item_feastmountains	Material	True	True	5	10
FeastOceans	Sailor's Bounty	$item_feastoceans	Consumable	True	True	1	1
FeastOceans_Material	Sailor's Bounty	$item_feastoceans	Material	True	True	5	10
FeastPlains	Plains Pie Picnic	$item_feastplains	Consumable	True	True	1	1
FeastPlains_Material	Plains Pie Picnic	$item_feastplains	Material	True	True	5	10
FeastSwamps	Swamp Dweller's Delight	$item_feastswamps	Consumable	True	True	1	1
FeastSwamps_Material	Swamp Dweller's Delight	$item_feastswamps	Material	True	True	5	10
Feathers	Feathers	$item_feathers	Material	True	True	50	0.1
Fenring_attack_claw	claw	claw	OneHandedWeapon	False	False	1	1
Fenring_attack_fireclaw	claw	claw	OneHandedWeapon	False	False	1	1
Fenring_attack_fireclaw_double	claw	claw	OneHandedWeapon	False	False	1	1
Fenring_attack_flames	Fenring cultist flames	Fenring cultist flames	OneHandedWeapon	True	False	1	1
Fenring_attack_frost	Fenring cultist frost	Fenring cultist frost	OneHandedWeapon	True	False	1	1
Fenring_attack_iceclaw	claw	claw	OneHandedWeapon	False	False	1	1
Fenring_attack_iceclaw_double	claw	claw	OneHandedWeapon	False	False	1	1
Fenring_attack_IceNova	Club	Club	OneHandedWeapon	True	False	1	1
Fenring_attack_jump	claw	claw	OneHandedWeapon	False	False	1	1
Fenring_taunt	scream	scream	OneHandedWeapon	False	False	1	1
Fiddleheadfern	Fiddlehead	$item_fiddleheadfern	Consumable	True	True	50	0.1
FierySvinstew	Fiery Svinstew	$item_fierysvinstew	Consumable	True	True	10	1
FineWood	Finewood	$item_finewood	Material	True	True	50	2
FirCone	Fir Cone	$item_fircone	Material	True	True	100	0.1
FirConeFrost	Timberwood Cone	$item_fircone_big	Material	True	True	100	0.1
FireworksRocket_Blue	Blue Fireworks	$item_fireworkrocket_blue	Material	True	True	10	0.5
FireworksRocket_Cyan	Cyan Fireworks	$item_fireworkrocket_cyan	Material	True	True	10	0.5
FireworksRocket_Green	Green Fireworks	$item_fireworkrocket_green	Material	True	True	10	0.5
FireworksRocket_Purple	Purple Fireworks	$item_fireworkrocket_purple	Material	True	True	10	0.5
FireworksRocket_Red	Red Fireworks	$item_fireworkrocket_red	Material	True	True	10	0.5
FireworksRocket_White	Basic Fireworks	$item_fireworkrocket_white	Material	True	True	10	0.5
FireworksRocket_Yellow	Yellow Fireworks	$item_fireworkrocket_yellow	Material	True	True	10	0.5
Fish1	Perch	$animal_fish1	Fish	True	True	10	2
Fish10	Northern Salmon	$animal_fish10	Fish	True	True	10	2
Fish11	Magmafish	$animal_fish11	Fish	True	True	10	2
Fish12	Pufferfish	$animal_fish12	Fish	True	True	10	2
Fish2	Pike	$animal_fish2	Fish	True	True	10	2
Fish3	Tuna	$animal_fish3	Fish	True	True	10	2
Fish4_cave	Tetra	$animal_fish4	Fish	True	True	10	2
Fish5	Trollfish	$animal_fish5	Fish	True	True	10	2
Fish6	Giant Herring	$animal_fish6	Fish	True	True	10	2
Fish7	Grouper	$animal_fish7	Fish	True	True	10	2
Fish8	Coral Cod	$animal_fish8	Fish	True	True	10	2
Fish9	Anglerfish	$animal_fish9	Fish	True	True	10	2
FishAndBread	Fish 'n' Bread	$item_fishandbread	Consumable	True	True	10	1
FishAndBreadUncooked	Uncooked Fish 'n' Bread	$item_fishandbreaduncooked	Material	True	True	10	1
FishAnglerRaw	Raw Fish	$item_fish_raw	Material	True	True	20	0.5
FishCooked	Cooked Fish	$item_fish_cooked	Consumable	True	True	20	0.5
FishingBait	Fishing Bait	$item_fishingbait	Ammo	True	True	100	0.1
FishingBaitAshlands	Hot Fishing Bait	$item_fishingbait_ashlands	Ammo	True	True	100	0.1
FishingBaitCave	Cold Fishing Bait	$item_fishingbait_cave	Ammo	True	True	100	0.1
FishingBaitDeepNorth	Frosty Fishing Bait	$item_fishingbait_deepnorth	Ammo	True	True	100	0.1
FishingBaitForest	Mossy Fishing Bait	$item_fishingbait_forest	Ammo	True	True	100	0.1
FishingBaitMistlands	Misty Fishing Bait	$item_fishingbait_mistlands	Ammo	True	True	100	0.1
FishingBaitOcean	Heavy Fishing Bait	$item_fishingbait_ocean	Ammo	True	True	100	0.1
FishingBaitPlains	Stingy Fishing Bait	$item_fishingbait_plains	Ammo	True	True	100	0.1
FishingBaitSwamp	Sticky Fishing Bait	$item_fishingbait_swamp	Ammo	True	True	100	0.1
FishingRod	Fishing Rod	$item_fishingrod	TwoHandedWeapon	True	True	1	1.5
FishRaw	Raw Fish	$item_fish_raw	Material	True	True	20	0.5
FishSoup	Fish Soup	$item_fishsoup	Consumable	True	True	10	1
FishWraps	Fish Wraps	$item_fishwraps	Consumable	True	True	10	1
FistBjornClaw	Paws of the Bear	$item_fistweapon_bjorn	TwoHandedWeapon	True	True	1	2
FistBjornUndeadClaw	Vilebone Maulclaws	$item_fistweapon_bjorn_undead	TwoHandedWeapon	True	True	1	2
FistFenrirClaw	Flesh Rippers	$item_fistweapon_fenris	TwoHandedWeapon	True	True	1	2
FistGold	Nord Knucklechains	$item_fistweapon_gold	TwoHandedWeapon	True	True	1	2
FistGoldUncooked	Cast: Nord Knucklechains	$item_fistweapon_gold_uncooked	Material	True	True	1	2
FistGold_BloodLightning	Thunderblood Knucklechains	$item_fistweapon_gold_bloodlightning	TwoHandedWeapon	True	True	1	2
FistGold_FrostFire	Frostfire Knucklechains	$item_fistweapon_frostfire_gold	TwoHandedWeapon	True	True	1	2
Flametal	Ancient Metal	$item_flametal_old	Material	True	True	30	12
FlametalNew	Flametal	$item_flametal	Material	True	True	30	12
FlametalOre	Glowing Metal Ore	$item_flametalore_old	Material	True	True	30	12
FlametalOreNew	Flametal Ore	$item_flametalore	Material	True	True	30	10
Flax	Flax	$item_flax	Material	True	True	100	0.2
Flint	Flint	$item_flint	Material	True	True	30	2
FragrantBundle	Fragrant Bundle	$item_fragrantbundle	Material	True	True	50	0.5
FreezeGland	Freeze Gland	$item_freezegland	Material	True	True	50	0.5
FreshSeaweed	Fresh Seaweed	$item_freshseaweed	Material	True	True	50	0.5
FrostCore	Frostcore	$item_frostcore	Material	True	True	20	1
Frostwood	Timberwood	$item_frostwood	Material	True	True	50	2
FrozenFuel	Liquid Frost	$item_frozenfuel	Material	True	True	50	2
FrozenKingDrop	Sacrificial Blood	$item_frozenking_drop	Material	True	True	30	1
FrozenKing_ChainFlurry	FrozenKing ChainFlurry	FrozenKing ChainFlurry	OneHandedWeapon	True	False	1	1
FrozenKing_ChainRush	FrozenKing ChainRush	FrozenKing ChainRush	OneHandedWeapon	True	False	1	1
FrozenKing_ChainSlam_L	FrozenKing ChainSlam L	FrozenKing ChainSlam L	OneHandedWeapon	True	False	1	1
FrozenKing_ChainSlam_L_double	FrozenKing ChainSlam L double	FrozenKing ChainSlam L double	OneHandedWeapon	True	False	1	1
FrozenKing_ChainSlam_R	FrozenKing ChainSlam R	FrozenKing ChainSlam R	OneHandedWeapon	True	False	1	1
FrozenKing_ChainSlam_R_double	FrozenKing ChainSlam R double	FrozenKing ChainSlam R double	OneHandedWeapon	True	False	1	1
FrozenKing_ChainSweep_L	FrozenKing ChainSweep L	FrozenKing ChainSweep L	OneHandedWeapon	True	False	1	1
FrozenKing_ChainSweep_R	FrozenKing ChainSweep R	FrozenKing ChainSweep R	OneHandedWeapon	True	False	1	1
FrozenKing_ChainWhirl	FrozenKing ChainWhirl	FrozenKing ChainWhirl	OneHandedWeapon	True	False	1	1
FrozenKing_DoubleSweep	FrozenKing DoubleSweep	FrozenKing DoubleSweep	OneHandedWeapon	True	False	1	1
FrozenKing_P2_Summon_Bonemass	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
FrozenKing_P2_Summon_Eikthyr	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
FrozenKing_P2_Summon_Elder	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
FrozenKing_P2_Summon_Fader	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
FrozenKing_P2_Summon_Moder	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
FrozenKing_P2_Summon_Queen	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
FrozenKing_P2_Summon_Yagluth	Fader Roar	Fader Roar	OneHandedWeapon	True	False	1	1
FrozenKing_P3_ChainSlam_L_double	FrozenKing ChainSlam L double	FrozenKing ChainSlam L double	OneHandedWeapon	True	False	1	1
FrozenKing_P3_ChainSlam_R_double	FrozenKing ChainSlam R double	FrozenKing ChainSlam R double	OneHandedWeapon	True	False	1	1
FrozenKing_P3_ChainWhirl	FrozenKing ChainWhirl	FrozenKing ChainWhirl	OneHandedWeapon	True	False	1	1
FrozenKing_Punch_AOE	FrozenKing Punch AOE	FrozenKing Punch AOE	OneHandedWeapon	True	False	1	1
FrozenKing_SpikeRain	spawn	spawn	OneHandedWeapon	True	False	1	1
FrozenKing_tendrilspawn	spawn	spawn	OneHandedWeapon	True	False	1	1
frysling_snowball_attack	fireballattack	fireballattack	OneHandedWeapon	True	False	1	1
FW_ArmorBronzeChest	Bronze Plate Tunic	$item_chest_bronze	Chest	True	True	1	10
FW_ArmorBronzeLegs	Bronze Plate Leggings	$item_legs_bronze	Legs	True	True	1	10
FW_ArmorFenringChest	Fenris Coat	$item_chest_fenris	Chest	True	True	1	10
FW_ArmorFenringLegs	Fenris Leggings	$item_legs_fenris	Legs	True	True	1	10
FW_ArmorMageChest	Eitr-weave Robe	$item_chest_mage	Chest	True	True	1	5
FW_ArmorMageChest_Ashlands	Robes of Embla	$item_chest_mage_ashlands	Chest	True	True	1	5
FW_ArmorMageLegs	Eitr-weave Trousers	$item_legs_mage	Legs	True	True	1	5
FW_ArmorMageLegs_Ashlands	Trousers of Embla	$item_legs_mage_ashlands	Legs	True	True	1	5
FW_ArmorPaddedCuirass	Padded Cuirass	$item_chest_pcuirass	Chest	True	True	1	10
FW_ArmorPaddedGreaves	Padded Greaves	$item_legs_pgreaves	Legs	True	True	1	10
FW_ArmorTrollLeatherChest	Troll Leather Tunic	$item_chest_trollleather	Chest	True	True	1	5
FW_ArmorTrollLeatherLegs	Troll Leather Trousers	$item_legs_trollleather	Legs	True	True	1	5
FW_AxeBronze	Bronze Axe	$item_axe_bronze	OneHandedWeapon	True	True	1	2
FW_BattleaxeCrystal	Crystal Battleaxe	$item_battleaxe_crystal	TwoHandedWeapon	True	True	1	2.5
FW_BowDraugrFang	Draugr Fang	$item_bow_draugrfang	Bow	True	True	1	1.5
FW_CapeLinen	Linen Cape	$item_cape_linen	Shoulder	True	True	1	4
FW_CapeTrollHide	Troll Hide Cape	$item_cape_trollhide	Shoulder	True	True	1	4
FW_CapeWolf	Wolf Fur Cape	$item_cape_wolf	Shoulder	True	True	1	4
FW_HelmetBronze	Bronze Helmet	$item_helmet_bronze	Helmet	True	True	1	3
FW_KnifeSilver	Silver Knife	$item_knife_silver	OneHandedWeapon	True	True	1	0.3
FW_KnifeSkollAndHati	Skoll and Hati	$item_knife_skollandhati	TwoHandedWeapon	True	True	1	0.3
FW_ShieldBlackmetalTower	Black Metal Tower Shield	$item_shield_blackmetal_tower	Shield	True	True	1	5
FW_StaffFireball	Staff of Embers	$item_stafffireball	TwoHandedWeapon	True	True	1	0.3
FW_StaffLightning	Dundr	$item_staff_lightning	TwoHandedWeapon	True	True	1	1.5
FW_SwordBlackmetal	Black Metal Sword	$item_sword_blackmetal	OneHandedWeapon	True	True	1	0.8
gd_king_punch	jaws	jaws	OneHandedWeapon	True	False	1	1
gd_king_rootspawn	spawn	spawn	OneHandedWeapon	True	False	1	1
gd_king_scream	scream	scream	OneHandedWeapon	True	False	1	1
gd_king_shoot	shaman attack	shaman attack	OneHandedWeapon	True	False	1	1
gd_king_stomp	jaws	jaws	OneHandedWeapon	True	False	1	1
GemstoneBlue	Iolite	$item_gemstone_blue	Material	True	True	50	2
GemstoneGreen	Jade	$item_gemstone_green	Material	True	True	50	2
GemstoneRed	Bloodstone	$item_gemstone_red	Material	True	True	50	2
GenericMoldUncooked	[item_smallparts_gold_uncooked]	$item_smallparts_gold_uncooked	Material	True	True	10	1
Ghost_attack	jaws	jaws	OneHandedWeapon	True	False	1	1
GiantBloodSack	Blood Clot	$item_bloodclot	Material	True	True	50	0.5
gjall_attack_egg	egg drop	egg drop	OneHandedWeapon	True	False	1	1
gjall_attack_shake	gjall shake	gjall shake	OneHandedWeapon	True	False	1	1
gjall_attack_spit	gjall spit	gjall spit	OneHandedWeapon	True	False	1	1
gjall_attack_taunt	gjall taunt	gjall taunt	OneHandedWeapon	True	False	1	1
GlowWorm	Luminous Larva	$item_glowworm	Consumable	True	True	50	0.2
GoblinArmband	Iron plate armor	Iron plate armor	Chest	False	True	1	1
